(45, 69) 3 3 0
(49, 65) 1 1 0
(66, 69) 2 2 0
(62, 65) 0 0 0
(45, 82) 0 0 0
(49, 86) 2 2 0
(66, 82) 1 1 0
(62, 86) 3 3 0
(129, 69) 3 3 0
(133, 65) 1 1 0
(150, 69) 2 2 0
(146, 65) 0 0 0
(129, 82) 0 0 0
(133, 86) 2 2 0
(150, 82) 1 1 0
(146, 86) 3 3 0
(272, 69) 3 3 0
(276, 65) 1 1 0
(293, 69) 2 2 0
(289, 65) 0 0 0
(272, 82) 0 0 0
(276, 86) 2 2 0
(293, 82) 1 1 0
(289, 86) 3 3 0
(421, 69) 3 3 0
(425, 65) 1 1 0
(442, 69) 2 2 0
(438, 65) 0 0 0
(421, 82) 0 0 0
(425, 86) 2 2 0
(442, 82) 1 1 0
(438, 86) 3 3 0
(608, 69) 3 3 0
(612, 65) 1 1 0
(629, 69) 2 2 0
(625, 65) 0 0 0
(608, 82) 0 0 0
(612, 86) 2 2 0
(629, 82) 1 1 0
(625, 86) 3 3 0
(692, 69) 3 3 0
(696, 65) 1 1 0
(713, 69) 2 2 0
(709, 65) 0 0 0
(692, 82) 0 0 0
(696, 86) 2 2 0
(713, 82) 1 1 0
(709, 86) 3 3 0
(421, 153) 3 3 0
(425, 149) 1 1 0
(442, 153) 2 2 0
(438, 149) 0 0 0
(421, 166) 0 0 0
(425, 170) 2 2 0
(442, 166) 1 1 0
(438, 170) 3 3 0
(45, 237) 3 3 0
(49, 233) 1 1 0
(66, 237) 2 2 0
(62, 233) 0 0 0
(45, 250) 0 0 0
(49, 254) 2 2 0
(66, 250) 1 1 0
(62, 254) 3 3 0
(213, 237) 3 3 0
(217, 233) 1 1 0
(234, 237) 2 2 0
(230, 233) 0 0 0
(213, 250) 0 0 0
(217, 254) 2 2 0
(234, 250) 1 1 0
(230, 254) 3 3 0
(333, 237) 3 3 0
(337, 233) 1 1 0
(354, 237) 2 2 0
(350, 233) 0 0 0
(333, 250) 0 0 0
(337, 254) 2 2 0
(354, 250) 1 1 0
(350, 254) 3 3 0
(421, 281) 3 3 0
(425, 277) 1 1 0
(442, 281) 2 2 0
(438, 277) 0 0 0
(421, 294) 0 0 0
(425, 298) 2 2 0
(442, 294) 1 1 0
(438, 298) 3 3 0
(692, 281) 3 3 0
(696, 277) 1 1 0
(713, 281) 2 2 0
(709, 277) 0 0 0
(692, 294) 0 0 0
(696, 298) 2 2 0
(713, 294) 1 1 0
(709, 298) 3 3 0
(333, 365) 3 3 0
(337, 361) 1 1 0
(354, 365) 2 2 0
(350, 361) 0 0 0
(333, 378) 0 0 0
(337, 382) 2 2 0
(354, 378) 1 1 0
(350, 382) 3 3 0
(421, 365) 3 3 0
(425, 361) 1 1 0
(442, 365) 2 2 0
(438, 361) 0 0 0
(421, 378) 0 0 0
(425, 382) 2 2 0
(442, 378) 1 1 0
(438, 382) 3 3 0
(45, 449) 3 3 0
(49, 445) 1 1 0
(66, 449) 2 2 0
(62, 445) 0 0 0
(45, 462) 0 0 0
(49, 466) 2 2 0
(66, 462) 1 1 0
(62, 466) 3 3 0
(181, 449) 3 3 0
(185, 445) 1 1 0
(202, 449) 2 2 0
(198, 445) 0 0 0
(181, 462) 0 0 0
(185, 466) 2 2 0
(202, 462) 1 1 0
(198, 466) 3 3 0
(333, 449) 3 3 0
(337, 445) 1 1 0
(354, 449) 2 2 0
(350, 445) 0 0 0
(333, 462) 0 0 0
(337, 466) 2 2 0
(354, 462) 1 1 0
(350, 466) 3 3 0
(565, 449) 3 3 0
(569, 445) 1 1 0
(586, 449) 2 2 0
(582, 445) 0 0 0
(565, 462) 0 0 0
(569, 466) 2 2 0
(586, 462) 1 1 0
(582, 466) 3 3 0
(649, 449) 3 3 0
(653, 445) 1 1 0
(670, 449) 2 2 0
(666, 445) 0 0 0
(649, 462) 0 0 0
(653, 466) 2 2 0
(670, 462) 1 1 0
(666, 466) 3 3 0
(181, 533) 3 3 0
(185, 529) 1 1 0
(202, 533) 2 2 0
(198, 529) 0 0 0
(181, 546) 0 0 0
(185, 550) 2 2 0
(202, 546) 1 1 0
(198, 550) 3 3 0
(333, 597) 3 3 0
(337, 593) 1 1 0
(354, 597) 2 2 0
(350, 593) 0 0 0
(333, 610) 0 0 0
(337, 614) 2 2 0
(354, 610) 1 1 0
(350, 614) 3 3 0
(565, 597) 3 3 0
(569, 593) 1 1 0
(586, 597) 2 2 0
(582, 593) 0 0 0
(565, 610) 0 0 0
(569, 614) 2 2 0
(586, 610) 1 1 0
(582, 614) 3 3 0
(93, 676) 3 3 0
(97, 672) 1 1 0
(114, 676) 2 2 0
(110, 672) 0 0 0
(93, 689) 0 0 0
(97, 693) 2 2 0
(114, 689) 1 1 0
(110, 693) 3 3 0
(181, 676) 3 3 0
(185, 672) 1 1 0
(202, 676) 2 2 0
(198, 672) 0 0 0
(181, 689) 0 0 0
(185, 693) 2 2 0
(202, 689) 1 1 0
(198, 693) 3 3 0
